Date,Max TemperatureF,Min TemperatureF,Incident Reports,dateId
"March 30, 2013",53,39,0,2280
"March 31, 2013",59,33,2,2281
"April 01, 2013",62,35,11,2282
"April 02, 2013",42,32,8,2283
"April 03, 2013",46,32,3,2284
"April 04, 2013",55,32,1,2285
"April 05, 2013",57,37,4,2286
"April 06, 2013",46,33,0,2287
"April 07, 2013",53,32,1,2288
"April 08, 2013",62,46,7,2289
"April 09, 2013",73,44,8,2290
"April 10, 2013",53,44,9,2291
"April 11, 2013",48,42,7,2292
"April 12, 2013",42,37,13,2293
"April 13, 2013",51,35,0,2294
"April 14, 2013",55,42,0,2295
"April 15, 2013",48,37,0,2296
"April 16, 2013",64,39,2,2297
"April 17, 2013",66,46,7,2298
"April 18, 2013",62,44,7,2299
"April 19, 2013",75,53,1,2300
"April 20, 2013",64,44,0,2301
"April 21, 2013",50,37,1,2302
"April 22, 2013",48,35,2,2303
"April 23, 2013",42,41,9,2304
"April 24, 2013",69,42,3,2305
"April 25, 2013",66,48,2,2306
"April 26, 2013",51,44,4,2307
"April 27, 2013",55,42,1,2308
"April 28, 2013",62,44,0,2309
"April 29, 2013",68,48,10,2310
"April 30, 2013",60,46,5,2311
"May 01, 2013",60,44,11,2312
"May 02, 2013",69,46,14,2313
"May 03, 2013",53,44,8,2314
"May 04, 2013",51,44,1,2315
"May 05, 2013",53,39,0,2316
"May 06, 2013",55,42,5,2317
"May 07, 2013",71,46,2,2318
"May 08, 2013",66,53,8,2319
"May 09, 2013",62,53,19,2320
"May 10, 2013",69,55,11,2321
"May 11, 2013",71,59,0,2322
"May 12, 2013",73,51,1,2323
"May 13, 2013",60,46,5,2324
"May 14, 2013",60,44,5,2325
"May 15, 2013",66,44,6,2326
"May 16, 2013",82,53,6,2327
"May 17, 2013",69,53,11,2328
"May 18, 2013",66,51,0,2329
"May 19, 2013",62,50,0,2330
"May 20, 2013",82,55,9,2331
"May 21, 2013",66,51,11,2332
"May 22, 2013",60,51,5,2333
"May 23, 2013",77,53,6,2334
"May 24, 2013",69,51,3,2335
"May 25, 2013",53,42,2,2336
"May 26, 2013",60,41,0,2337
"May 27, 2013",73,46,2,2338
"May 28, 2013",64,51,10,2339
"May 29, 2013",69,57,13,2340
"May 30, 2013",87,64,7,2341
"May 31, 2013",93,71,4,2342
"June 01, 2013",91,69,2,2343
"June 02, 2013",87,68,2,2344
"June 03, 2013",77,62,15,2345
"June 04, 2013",73,55,18,2346
"June 05, 2013",71,57,4,2347
"June 06, 2013",69,57,7,2348
"June 07, 2013",57,55,5,2349
"June 08, 2013",78,55,1,2350
"June 09, 2013",80,60,0,2351
"June 10, 2013",69,57,18,2352
"June 11, 2013",64,55,6,2353
"June 12, 2013",71,55,9,2354
"June 13, 2013",66,53,9,2355
"June 14, 2013",73,53,6,2356
"June 15, 2013",80,62,4,2357
"June 16, 2013",77,60,1,2358
"June 17, 2013",87,62,6,2359
"June 18, 2013",71,59,6,2360
"June 19, 2013",71,57,15,2361
"June 20, 2013",77,57,6,2362
"June 21, 2013",84,60,11,2363
"June 22, 2013",84,64,1,2364
"June 23, 2013",91,66,1,2365
"June 24, 2013",95,69,13,2366
"June 25, 2013",91,69,5,2367
"June 26, 2013",84,64,8,2368
"June 27, 2013",66,60,10,2369
"June 28, 2013",80,62,5,2370
"June 29, 2013",82,69,3,2371
"June 30, 2013",84,69,1,2372
"July 01, 2013",84,71,15,2373
"July 02, 2013",82,60,14,2374
"July 03, 2013",91,62,16,2375
"July 04, 2013",93,75,1,2376
"July 05, 2013",95,78,3,2377
"July 06, 2013",93,78,1,2378
"July 07, 2013",93,75,1,2379
"July 08, 2013",84,66,19,2380
"July 09, 2013",71,64,14,2381
"July 10, 2013",86,66,11,2382
"July 11, 2013",82,73,12,2383
"July 12, 2013",73,66,13,2384
"July 13, 2013",71,66,0,2385
"July 14, 2013",93,69,2,2386
"July 15, 2013",91,73,11,2387
"July 16, 2013",93,75,17,2388
"July 17, 2013",95,73,12,2389
"July 18, 2013",91,75,8,2390
"July 19, 2013",98,78,4,2391
"July 20, 2013",96,78,2,2392
"July 21, 2013",78,68,1,2393
"July 22, 2013",75,68,12,2394
"July 23, 2013",82,68,7,2395
"July 24, 2013",87,66,14,2396
"July 25, 2013",66,60,6,2397
"July 26, 2013",71,62,10,2398
"July 27, 2013",84,62,3,2399
"July 28, 2013",75,66,2,2400
"July 29, 2013",80,66,17,2401
"July 30, 2013",84,66,9,2402
"July 31, 2013",78,68,7,2403
"August 01, 2013",82,66,14,2404
"August 02, 2013",84,66,6,2405
"August 03, 2013",80,68,2,2406
"August 04, 2013",82,64,2,2407
"August 05, 2013",78,60,13,2408
"August 06, 2013",73,59,8,2409
"August 07, 2013",78,60,8,2410
"August 08, 2013",80,64,7,2411
"August 09, 2013",75,71,11,2412
"August 10, 2013",84,66,1,2413
"August 11, 2013",80,62,2,2414
"August 12, 2013",84,64,16,2415
